test_row_index,dataset_row_index,timestamp_jst,future_timestamp_jst,symbol,entry_price,true_delta,pred_delta,baseline_constant_pred_delta,direction_target,direction_target_label,direction_target_active,direction_target_scaled_delta,direction_prob_up,direction_logit,error,abs_error,baseline_abs_error,abs_error_improvement_vs_baseline,true_direction,pred_direction,pred_direction_head,direction_match,direction_head_match,direction_head_agrees_with_regression,h1_range_31,h1_rsi_14_31,h1_macd_31,h1_macd_hist_31,h1_ma_gap_sma20_31,h1_ma_gap_sma50_31,h1_close_return_1_31,h1_recent_momentum,h1_trend_consistency
190,2419,2026-02-24 17:00:00,2026-02-24 19:00:00,USDJPY,154.974,0.9739999771118164,0.0657920837402343,0.0073970584198832,1.0,UP,1.0,4.673704624176025,0.5035542249679565,0.0142170786857604,-0.908207893371582,0.908207893371582,0.9666029186919332,0.058395025320351124,UP,UP,UP,True,,,0.2220000000000084,71.40139505389891,0.1045747784023092,0.0630072499788678,0.2258999999999673,0.1473799999999983,-0.0012245108401433,0.0060000000000002,0.6129032258064516
189,2418,2026-02-24 16:00:00,2026-02-24 18:00:00,USDJPY,155.164,0.9290000200271606,0.045091439038515,0.0073970584198832,1.0,UP,1.0,4.713343620300293,0.5021768808364868,0.0087076425552368,-0.8839085809886456,0.8839085809886456,0.9216029616072774,0.03769438061863184,UP,UP,UP,True,,,0.1410000000000195,74.47089947089836,0.106471642226694,0.0806559262979696,0.4251999999999611,0.3326999999999884,-0.0005217559341686,0.2999999999999829,0.6129032258064516
158,2387,2026-02-23 09:00:00,2026-02-23 11:00:00,USDJPY,154.899,-0.843999981880188,-0.0401178859174251,0.0073970584198832,0.0,DOWN,1.0,-2.863929271697998,0.4866204857826233,-0.0535308644175529,0.8038820959627628,0.8038820959627628,0.8513970403000712,0.04751494433730841,DOWN,DOWN,DOWN,True,,,0.1140000000000043,30.62686567164189,-0.0126549917450233,-0.0527830510492608,-0.2785999999999831,-0.149879999999996,-0.0002839753974043,-0.093999999999994,0.5161290322580645
9,2238,2026-02-13 00:00:00,2026-02-13 02:00:00,USDJPY,153.264,-0.6209999918937683,0.0676470100879669,0.0073970584198832,0.0,DOWN,1.0,-1.6083916425704956,0.4991242885589599,-0.0035027489066123,0.6886470019817352,0.6886470019817352,0.6283970503136516,-0.06024995166808367,DOWN,UP,DOWN,False,,,0.4980000000000188,49.95073891625639,-0.0687270410998053,0.1008648479544226,0.2138999999999953,-0.2519199999999841,-0.0025706271679496,0.3460000000000036,0.5806451612903226
8,2237,2026-02-12 23:00:00,2026-02-13 01:00:00,USDJPY,153.659,-0.6349999904632568,0.0397496633231639,0.0073970584198832,0.0,DOWN,1.0,-1.6996787786483765,0.4919190406799316,-0.0323266014456748,0.6747496537864208,0.6747496537864208,0.6423970488831401,-0.032352604903280735,DOWN,UP,DOWN,False,,,0.4849999999999852,59.77912361952237,-0.083859006613892,0.1109490944289415,0.6306500000000028,0.1030200000000149,0.0022829709932228,0.6279999999999859,0.6129032258064516
102,2331,2026-02-18 23:00:00,2026-02-19 01:00:00,USDJPY,153.68,0.6940000057220459,0.02970702201128,0.0073970584198832,1.0,UP,1.0,3.898876428604126,0.5274062752723694,0.1097351908683776,-0.6642929837107658,0.6642929837107658,0.6866029473021626,0.02230996359139681,UP,UP,UP,True,,,0.2480000000000188,65.65118050266517,0.1220726934536173,0.0245468331865709,0.2003500000000144,0.3196599999999989,-0.0001886681976982,0.0109999999999956,0.5806451612903226
215,2444,2026-02-25 18:00:00,2026-02-25 20:00:00,USDJPY,155.921,0.6380000114440918,-0.0102702267467975,0.0073970584198832,1.0,UP,1.0,2.134493112564087,0.5047267079353333,0.018907256424427,-0.6482702381908894,0.6482702381908894,0.6306029530242085,-0.017667285166680813,UP,DOWN,UP,False,,,0.2370000000000232,54.57516339869309,0.1066700857725209,-0.0363598565589608,0.1276499999999885,0.645859999999999,0.001361514106442,0.4599999999999795,0.5161290322580645
214,2443,2026-02-25 17:00:00,2026-02-25 19:00:00,USDJPY,155.709,0.5950000286102295,0.0116285867989063,0.0073970584198832,1.0,UP,1.0,2.0840632915496826,0.5115875005722046,0.0463583320379257,-0.5833714418113232,0.5833714418113232,0.5876029701903462,0.004231528379023075,UP,UP,UP,True,,,0.2680000000000007,51.39860139860149,0.0974451713614996,-0.0546747351097223,-0.0824000000000069,0.4635600000000011,0.0007133767786218,-0.0660000000000025,0.5161290322580645
151,2380,2026-02-21 00:00:00,2026-02-21 02:00:00,USDJPY,155.416,-0.5649999976158142,-0.0183618441224098,0.0073970584198832,0.0,DOWN,1.0,-2.080265045166016,0.5305058360099792,0.1221751645207405,0.5466381534934044,0.5466381534934044,0.5723970560356975,0.025758902542293072,DOWN,DOWN,UP,True,,,0.4190000000000111,56.83947532791963,0.135936006204929,-0.0125981179983614,0.223399999999998,0.4818199999999706,0.0010563471001983,-0.132000000000005,0.5161290322580645
19,2248,2026-02-13 10:00:00,2026-02-13 12:00:00,USDJPY,152.789,0.4740000069141388,-0.0641151815652847,0.0073970584198832,1.0,UP,1.0,1.731190800666809,0.4883483648300171,-0.0466148480772972,-0.5381151884794235,0.5381151884794235,0.4666029484942555,-0.07151223998516804,UP,DOWN,DOWN,False,,,0.2099999999999795,47.55855498213537,-0.1461592518330974,-0.0035567977773738,-0.1777500000000031,-0.3898600000000272,0.000740129424402,-0.1420000000000243,0.5161290322580645
79,2308,2026-02-18 00:00:00,2026-02-18 02:00:00,USDJPY,153.278,0.5199999809265137,-0.0155750233680009,0.0073970584198832,1.0,UP,1.0,2.0296642780303955,0.4876531064510345,-0.0493975207209587,-0.5355750042945147,0.5355750042945147,0.5126029225066304,-0.022972081787884235,UP,DOWN,DOWN,False,,,0.3650000000000091,42.5588865096352,-0.0539133341864612,0.0022586109004428,0.0900499999999908,0.1253399999999658,0.0014046503727223,0.5559999999999832,0.5483870967741935
6,2235,2026-02-12 21:00:00,2026-02-12 23:00:00,USDJPY,153.115,0.5440000295639038,0.0102403312921524,0.0073970584198832,1.0,UP,1.0,1.4694759845733645,0.4921846389770508,-0.0312640145421028,-0.5337596982717514,0.5337596982717514,0.5366029711440206,0.0028432728722691536,UP,UP,DOWN,True,,,0.2139999999999986,48.16191656340354,-0.1788947072318762,0.0637441831827042,0.1075000000000159,-0.5100599999999815,0.0013275609500889,0.0150000000000147,0.5483870967741935
216,2445,2026-02-25 19:00:00,2026-02-25 21:00:00,USDJPY,156.304,0.4639999866485595,-0.0602287724614143,0.0073970584198832,1.0,UP,1.0,1.4298921823501587,0.5112719535827637,0.0450955629348754,-0.5242287591099739,0.5242287591099739,0.4566029282286763,-0.06762583088129759,UP,DOWN,UP,False,,,0.3950000000000102,62.0218579234974,0.1432346758577978,0.0001637868210528,0.4895499999999799,0.992100000000022,0.0024563721371722,0.4850000000000136,0.5161290322580645
289,2518,2026-03-02 22:00:00,2026-03-03 00:00:00,USDJPY,156.963,0.5569999814033508,0.0699571669101715,0.0073970584198832,1.0,UP,1.0,2.343289852142334,0.5253649353981018,0.1015467941761016,-0.4870428144931793,0.4870428144931793,0.5496029229834676,0.06256010849028826,UP,UP,UP,True,,,0.1479999999999961,73.76033057851268,0.2453094164515619,0.056099552160634,0.4930500000000108,0.7634999999999934,0.0002995233118356,0.0769999999999981,0.6129032258064516
10,2239,2026-02-13 01:00:00,2026-02-13 03:00:00,USDJPY,153.024,-0.3740000128746032,0.1126898080110549,0.0073970584198832,0.0,NEUTRAL,0.0,-0.9649122953414916,0.5018904805183411,0.0075619667768478,0.4866898208856582,0.4866898208856582,0.3813970712944865,-0.10529274959117169,DOWN,UP,UP,False,,,0.4449999999999932,48.67200000000001,-0.0752335975648179,0.075486633191528,-0.0417500000000075,-0.4489199999999869,-0.0015659254619481,0.1119999999999947,0.5806451612903226
0,2229,2026-02-12 15:00:00,2026-02-12 17:00:00,USDJPY,152.855,0.4580000042915344,-0.0202236864715814,0.0073970584198832,1.0,UP,1.0,1.565276861190796,0.4808872044086456,-0.0764885619282722,-0.4782236907631159,0.4782236907631159,0.4506029458716512,-0.02762074489146471,UP,DOWN,DOWN,False,,,0.4299999999999784,39.94537384772953,-0.3191687643878822,0.0126519355889009,-0.2766000000000019,-1.0503599999999835,0.001946800561098,-0.4120000000000061,0.5161290322580645
40,2269,2026-02-16 09:00:00,2026-02-16 11:00:00,USDJPY,152.659,0.4379999935626983,-0.035541258752346,0.0073970584198832,1.0,UP,1.0,1.7718446254730225,0.4782549440860748,-0.0870350822806358,-0.4735412523150444,0.4735412523150444,0.4306029351428151,-0.04293831717222929,UP,DOWN,DOWN,False,,,0.125,13.586097946285731,-0.116107278606421,-0.0636325258303665,-0.4340500000000133,-0.3619600000000105,0.0003014159999474,-0.1450000000000102,0.5483870967741935
281,2510,2026-03-02 14:00:00,2026-03-02 16:00:00,USDJPY,156.318,0.515999972820282,0.051939632743597,0.0073970584198832,1.0,UP,1.0,1.7935348749160769,0.5146040916442871,0.0584329105913639,-0.4640603400766849,0.4640603400766849,0.5086029144003987,0.044542574323713835,UP,UP,UP,True,,,0.1829999999999927,54.72186287192824,0.0820919825570172,0.0268866296729848,0.1825000000000045,0.2640399999999943,0.0002111527017949,0.1950000000000216,0.5161290322580645
78,2307,2026-02-17 23:00:00,2026-02-18 01:00:00,USDJPY,153.063,0.3889999985694885,-0.0647663474082946,0.0073970584198832,1.0,UP,1.0,1.6504030227661133,0.4902833998203277,-0.0388714000582695,-0.4537663459777832,0.4537663459777832,0.3816029401496053,-0.07216340582817793,UP,DOWN,DOWN,False,,,0.1270000000000095,36.8080094228498,-0.0764056754507009,-0.0196690776386861,-0.1345000000000027,-0.0912600000000054,-0.0004440642325852,-0.0190000000000054,0.5161290322580645
20,2249,2026-02-13 11:00:00,2026-02-13 13:00:00,USDJPY,152.767,0.3889999985694885,-0.0620005317032337,0.0073970584198832,1.0,UP,1.0,1.5412043333053589,0.4898057878017425,-0.0407824590802192,-0.4510005302727222,0.4510005302727222,0.3816029401496053,-0.06939759012311691,UP,DOWN,DOWN,False,,,0.2309999999999945,42.55774165953768,-0.1415577605958162,0.0008357547679258,-0.1953499999999906,-0.3793799999999976,-0.0001439894233222,-0.1289999999999906,0.5161290322580645
